08-01-2026 23:52 | 127.0.0.1:13933 | httpbin.org:80 | "GET http://httpbin.org/get HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:13999 | httpbin.org:443 | "CONNECT httpbin.org:443 HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14001 | httpbin.org:443 | "CONNECT httpbin.org:443 HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14003 | httpbin.org:443 | "CONNECT httpbin.org:443 HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14005 | httpbin.org:443 | "CONNECT httpbin.org:443 HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14007 | httpbin.org:443 | "CONNECT httpbin.org:443 HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14009 | httpbin.org:443 | "CONNECT httpbin.org:443 HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14011 | httpbin.org:443 | "CONNECT httpbin.org:443 HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14013 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14014 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14015 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14016 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14017 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14018 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14019 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14020 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14021 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14022 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14023 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14024 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14025 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14026 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14027 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14028 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14029 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14030 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14031 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14032 | instagram.com:80 | "GET http://instagram.com/ HTTP/1.1" | BLOCKED | 403 | 0
08-01-2026 23:52 | 127.0.0.1:14033 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14035 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14037 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14039 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14041 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14043 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14045 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14047 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14049 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14051 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14053 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14055 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14057 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14059 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14061 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14063 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14065 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14067 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14069 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14071 | example.com:80 | "GET http://example.com/ HTTP/1.1" | ALLOWED | 200 | 0
08-01-2026 23:52 | 127.0.0.1:14073 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:14074 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:14075 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:14076 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:14077 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:14078 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:14079 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:14080 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:14081 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:14082 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:14083 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:14084 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:14085 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:14086 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:32226 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:32227 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:32228 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:32229 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:32230 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:32231 | nonexistentdomain123456789.com:80 | "GET http://nonexistentdomain123456789.com/ HTTP/1.1" | ERROR | 502 | 0
08-01-2026 23:52 | 127.0.0.1:32232 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:52 | 127.0.0.1:32233 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:52 | 127.0.0.1:32234 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:52 | 127.0.0.1:32235 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:52 | 127.0.0.1:32236 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:52 | 127.0.0.1:32237 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:52 | 127.0.0.1:32238 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:52 | 127.0.0.1:32239 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:52 | 127.0.0.1:32240 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:52 | 127.0.0.1:32241 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:52 | 127.0.0.1:32242 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:52 | 127.0.0.1:32243 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:52 | 127.0.0.1:32244 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:52 | 127.0.0.1:32245 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32246 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32247 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32248 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32249 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32250 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32251 | -:- | "GET / HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32252 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32253 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32254 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32255 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32256 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32257 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32258 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32259 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32260 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32261 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32262 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32263 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32264 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32265 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32266 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32267 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32268 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32269 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32270 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
08-01-2026 23:53 | 127.0.0.1:32271 | -:- | "CONNECT badhost HTTP/1.1" | BAD_REQUEST | 400 | 0
